% function evaluation | noise-free fitness - Fopt (1.238300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
76704 +3.975147919e-01 +3.975147919e-01 +5.892575148e+02 +5.892575148e+02 -5.5757e-01 +3.8452e-01 -2.9009e-01 +4.5162e-01 -2.0637e-01 -4.7079e-01 +4.2489e-01 +2.1046e-02 +5.5877e-02 -5.3907e-02 +1.0687e-01 +2.1571e-01 -6.2511e-01 -4.7670e-01 +9.7374e-01 +3.1949e-01 +1.0287e+00 -3.3078e-02 +1.3204e-01 -4.2777e-01
77834 +2.480008376e-01 +2.480008376e-01 +5.891080008e+02 +5.891080008e+02 -5.7299e-01 +3.6782e-01 -2.8152e-01 +4.9541e-01 -1.9612e-01 -4.9015e-01 +4.1256e-01 +4.8385e-02 +4.0094e-02 -5.6269e-02 +1.3156e-01 +2.0340e-01 -6.6435e-01 -4.7799e-01 +9.6906e-01 +3.0290e-01 +1.0129e+00 -2.8010e-02 +1.3262e-01 -4.1345e-01
78620 +1.517570637e-01 +1.517570637e-01 +5.890117571e+02 +5.890117571e+02 -6.3826e-01 +3.1891e-01 -2.4873e-01 +5.8649e-01 -1.4266e-01 -5.4437e-01 +3.8648e-01 +1.1320e-01 -6.5262e-03 -5.0852e-02 +1.9683e-01 +1.5814e-01 -7.7426e-01 -4.9572e-01 +9.3074e-01 +2.6184e-01 +9.9425e-01 -2.2483e-02 +1.2976e-01 -3.6602e-01
79718 +9.851825636e-02 +9.851825636e-02 +5.889585183e+02 +5.889585183e+02 -6.4027e-01 +3.1074e-01 -2.4179e-01 +5.9867e-01 -1.3673e-01 -5.6085e-01 +3.8831e-01 +1.1879e-01 -6.8257e-03 -5.3629e-02 +2.0127e-01 +1.5145e-01 -7.8104e-01 -4.9868e-01 +9.2988e-01 +2.6416e-01 +9.8771e-01 -1.8433e-02 +1.2135e-01 -3.5712e-01
80829 +5.920056518e-02 +5.920056518e-02 +5.889192006e+02 +5.889192006e+02 -6.7439e-01 +2.8899e-01 -2.2711e-01 +6.4866e-01 -1.1365e-01 -5.8463e-01 +3.7650e-01 +1.5314e-01 -3.0188e-02 -5.4102e-02 +2.3781e-01 +1.2659e-01 -8.3767e-01 -5.0160e-01 +9.1598e-01 +2.4710e-01 +9.7544e-01 -1.1794e-02 +1.1928e-01 -3.3317e-01
82267 +3.526853260e-02 +3.526853260e-02 +5.888952685e+02 +5.888952685e+02 -6.9340e-01 +2.6894e-01 -2.1648e-01 +6.6643e-01 -9.5372e-02 -6.0068e-01 +3.6995e-01 +1.7180e-01 -3.9231e-02 -5.7760e-02 +2.6047e-01 +1.1598e-01 -8.6177e-01 -5.0757e-01 +9.0256e-01 +2.4080e-01 +9.6525e-01 -9.8603e-03 +1.1353e-01 -3.1799e-01
83918 +2.465436419e-02 +2.465436419e-02 +5.888846544e+02 +5.888846544e+02 -7.0079e-01 +2.6407e-01 -2.1241e-01 +6.8289e-01 -8.9352e-02 -6.1075e-01 +3.6778e-01 +1.8476e-01 -4.4564e-02 -5.9256e-02 +2.7071e-01 +1.0705e-01 -8.7895e-01 -5.0797e-01 +9.0160e-01 +2.3470e-01 +9.5798e-01 -5.3613e-03 +1.1260e-01 -3.1179e-01
85069 +1.483874813e-02 +1.483874813e-02 +5.888748387e+02 +5.888748387e+02 -7.1229e-01 +2.5763e-01 -2.0698e-01 +6.9967e-01 -8.0710e-02 -6.2341e-01 +3.6614e-01 +1.9961e-01 -5.3215e-02 -6.1828e-02 +2.8488e-01 +9.6012e-02 -8.9618e-01 -5.1154e-01 +8.9453e-01 +2.3008e-01 +9.5247e-01 -2.4521e-03 +1.1436e-01 -3.0172e-01
85754 +9.582230243e-03 +9.582230243e-03 +5.888695822e+02 +5.888695822e+02 -7.2172e-01 +2.5017e-01 -2.0209e-01 +7.1140e-01 -7.3728e-02 -6.3244e-01 +3.6334e-01 +2.1152e-01 -5.7718e-02 -6.4257e-02 +2.9555e-01 +8.8998e-02 -9.1116e-01 -5.1382e-01 +8.9125e-01 +2.2686e-01 +9.4812e-01 +4.3917e-04 +1.1074e-01 -2.9357e-01
87247 +6.175026836e-03 +6.175026836e-03 +5.888661750e+02 +5.888661750e+02 -7.3582e-01 +2.3969e-01 -1.9479e-01 +7.3297e-01 -6.3080e-02 -6.4743e-01 +3.5891e-01 +2.2958e-01 -6.7146e-02 -6.7148e-02 +3.1197e-01 +7.6359e-02 -9.3453e-01 -5.1565e-01 +8.8325e-01 +2.1955e-01 +9.3866e-01 +4.7890e-03 +1.0907e-01 -2.8203e-01
88406 +3.759750331e-03 +3.759750331e-03 +5.888637598e+02 +5.888637598e+02 -7.5378e-01 +2.2612e-01 -1.8749e-01 +7.5908e-01 -4.9680e-02 -6.6592e-01 +3.5514e-01 +2.5238e-01 -7.7252e-02 -7.0701e-02 +3.3403e-01 +5.9624e-02 -9.6446e-01 -5.2074e-01 +8.7379e-01 +2.1255e-01 +9.2859e-01 +1.1291e-02 +1.0515e-01 -2.6628e-01
88927 +1.938745372e-03 +1.938745372e-03 +5.888619387e+02 +5.888619387e+02 -7.4752e-01 +2.3004e-01 -1.8917e-01 +7.5052e-01 -5.4028e-02 -6.5906e-01 +3.5527e-01 +2.4513e-01 -7.4433e-02 -6.9282e-02 +3.2781e-01 +6.4169e-02 -9.5507e-01 -5.1872e-01 +8.7454e-01 +2.1578e-01 +9.3095e-01 +9.5321e-03 +1.0677e-01 -2.7029e-01
89828 +1.148367195e-03 +1.148367195e-03 +5.888611484e+02 +5.888611484e+02 -7.5252e-01 +2.2571e-01 -1.8615e-01 +7.5913e-01 -4.9831e-02 -6.6479e-01 +3.5343e-01 +2.5121e-01 -7.7788e-02 -7.0095e-02 +3.3434e-01 +5.9118e-02 -9.6377e-01 -5.1943e-01 +8.7105e-01 +2.1409e-01 +9.2762e-01 +1.2937e-02 +1.0474e-01 -2.6464e-01
90124 +8.086494341e-04 +8.086494341e-04 +5.888608086e+02 +5.888608086e+02 -7.6248e-01 +2.1737e-01 -1.8093e-01 +7.7402e-01 -4.1314e-02 -6.7565e-01 +3.5035e-01 +2.6434e-01 -8.4508e-02 -7.2808e-02 +3.4695e-01 +4.9824e-02 -9.8100e-01 -5.2211e-01 +8.6595e-01 +2.0976e-01 +9.2155e-01 +1.6130e-02 +1.0333e-01 -2.5574e-01
91022 +6.298007255e-04 +6.298007255e-04 +5.888606298e+02 +5.888606298e+02 -7.5860e-01 +2.2105e-01 -1.8360e-01 +7.6784e-01 -4.4432e-02 -6.7175e-01 +3.5185e-01 +2.5986e-01 -8.1723e-02 -7.1703e-02 +3.4268e-01 +5.3900e-02 -9.7454e-01 -5.2127e-01 +8.6837e-01 +2.1138e-01 +9.2411e-01 +1.4754e-02 +1.0403e-01 -2.5973e-01
91221 +3.457005965e-04 +3.457005965e-04 +5.888603457e+02 +5.888603457e+02 -7.6055e-01 +2.2005e-01 -1.8279e-01 +7.7064e-01 -4.3532e-02 -6.7331e-01 +3.5101e-01 +2.6190e-01 -8.2544e-02 -7.2442e-02 +3.4446e-01 +5.2218e-02 -9.7737e-01 -5.2175e-01 +8.6748e-01 +2.1093e-01 +9.2316e-01 +1.5651e-02 +1.0392e-01 -2.5816e-01
92173 +2.246449669e-04 +2.246449669e-04 +5.888602246e+02 +5.888602246e+02 -7.5790e-01 +2.2197e-01 -1.8377e-01 +7.6683e-01 -4.5681e-02 -6.7131e-01 +3.5209e-01 +2.5867e-01 -8.1164e-02 -7.2350e-02 +3.4124e-01 +5.4268e-02 -9.7284e-01 -5.2091e-01 +8.6901e-01 +2.1187e-01 +9.2434e-01 +1.4252e-02 +1.0389e-01 -2.6097e-01
92976 +1.390372527e-04 +1.390372527e-04 +5.888601390e+02 +5.888601390e+02 -7.5918e-01 +2.2116e-01 -1.8314e-01 +7.6878e-01 -4.4647e-02 -6.7254e-01 +3.5175e-01 +2.6027e-01 -8.1869e-02 -7.2693e-02 +3.4302e-01 +5.3329e-02 -9.7539e-01 -5.2094e-01 +8.6855e-01 +2.1105e-01 +9.2363e-01 +1.4841e-02 +1.0391e-01 -2.5967e-01
93258 +9.449836443e-05 +9.449836443e-05 +5.888600945e+02 +5.888600945e+02 -7.6178e-01 +2.1889e-01 -1.8183e-01 +7.7291e-01 -4.2518e-02 -6.7534e-01 +3.5075e-01 +2.6373e-01 -8.3700e-02 -7.3207e-02 +3.4644e-01 +5.0759e-02 -9.7976e-01 -5.2161e-01 +8.6700e-01 +2.0992e-01 +9.2172e-01 +1.6014e-02 +1.0324e-01 -2.5705e-01
94582 +4.857668409e-05 +4.857668409e-05 +5.888600486e+02 +5.888600486e+02 -7.6217e-01 +2.1836e-01 -1.8157e-01 +7.7325e-01 -4.2218e-02 -6.7573e-01 +3.5061e-01 +2.6432e-01 -8.3851e-02 -7.3212e-02 +3.4681e-01 +5.0388e-02 -9.8038e-01 -5.2171e-01 +8.6653e-01 +2.0986e-01 +9.2156e-01 +1.6027e-02 +1.0316e-01 -2.5672e-01
95226 +3.800272589e-05 +3.800272589e-05 +5.888600380e+02 +5.888600380e+02 -7.6046e-01 +2.1998e-01 -1.8247e-01 +7.7069e-01 -4.3578e-02 -6.7377e-01 +3.5110e-01 +2.6171e-01 -8.2571e-02 -7.2633e-02 +3.4452e-01 +5.2114e-02 -9.7739e-01 -5.2132e-01 +8.6753e-01 +2.1073e-01 +9.2288e-01 +1.5486e-02 +1.0350e-01 -2.5841e-01
95943 +2.271009464e-05 +2.271009464e-05 +5.888600227e+02 +5.888600227e+02 -7.6110e-01 +2.1925e-01 -1.8208e-01 +7.7168e-01 -4.2974e-02 -6.7465e-01 +3.5085e-01 +2.6285e-01 -8.3012e-02 -7.3008e-02 +3.4555e-01 +5.1454e-02 -9.7858e-01 -5.2151e-01 +8.6704e-01 +2.1044e-01 +9.2234e-01 +1.5795e-02 +1.0329e-01 -2.5770e-01
96805 +9.748520824e-06 +9.748520824e-06 +5.888600097e+02 +5.888600097e+02 -7.6193e-01 +2.1876e-01 -1.8167e-01 +7.7288e-01 -4.2336e-02 -6.7558e-01 +3.5065e-01 +2.6393e-01 -8.3565e-02 -7.3107e-02 +3.4667e-01 +5.0731e-02 -9.7998e-01 -5.2167e-01 +8.6662e-01 +2.1010e-01 +9.2188e-01 +1.6111e-02 +1.0311e-01 -2.5699e-01
97854 +5.566191589e-06 +5.566191589e-06 +5.888600056e+02 +5.888600056e+02 -7.6189e-01 +2.1881e-01 -1.8177e-01 +7.7276e-01 -4.2445e-02 -6.7539e-01 +3.5070e-01 +2.6379e-01 -8.3467e-02 -7.3167e-02 +3.4652e-01 +5.0810e-02 -9.7974e-01 -5.2161e-01 +8.6673e-01 +2.1011e-01 +9.2189e-01 +1.5974e-02 +1.0318e-01 -2.5712e-01
98074 +3.759245260e-06 +3.759245260e-06 +5.888600038e+02 +5.888600038e+02 -7.6254e-01 +2.1829e-01 -1.8136e-01 +7.7381e-01 -4.1904e-02 -6.7618e-01 +3.5050e-01 +2.6475e-01 -8.3913e-02 -7.3334e-02 +3.4742e-01 +5.0195e-02 -9.8093e-01 -5.2179e-01 +8.6632e-01 +2.0980e-01 +9.2144e-01 +1.6235e-02 +1.0304e-01 -2.5652e-01
99147 +2.112229595e-06 +2.112229595e-06 +5.888600021e+02 +5.888600021e+02 -7.6210e-01 +2.1863e-01 -1.8160e-01 +7.7312e-01 -4.2236e-02 -6.7566e-01 +3.5058e-01 +2.6411e-01 -8.3646e-02 -7.3228e-02 +3.4683e-01 +5.0617e-02 -9.8021e-01 -5.2168e-01 +8.6653e-01 +2.0997e-01 +9.2174e-01 +1.6096e-02 +1.0310e-01 -2.5689e-01
100044 +1.500994131e-06 +1.500994131e-06 +5.888600015e+02 +5.888600015e+02 -7.6201e-01 +2.1869e-01 -1.8163e-01 +7.7303e-01 -4.2308e-02 -6.7560e-01 +3.5063e-01 +2.6404e-01 -8.3601e-02 -7.3210e-02 +3.4673e-01 +5.0663e-02 -9.8007e-01 -5.2166e-01 +8.6655e-01 +2.1000e-01 +9.2175e-01 +1.6039e-02 +1.0313e-01 -2.5696e-01
100721 +8.559862863e-07 +8.559862863e-07 +5.888600009e+02 +5.888600009e+02 -7.6219e-01 +2.1852e-01 -1.8152e-01 +7.7335e-01 -4.2136e-02 -6.7585e-01 +3.5056e-01 +2.6434e-01 -8.3745e-02 -7.3262e-02 +3.4703e-01 +5.0425e-02 -9.8044e-01 -5.2171e-01 +8.6647e-01 +2.0992e-01 +9.2162e-01 +1.6151e-02 +1.0309e-01 -2.5676e-01
101179 +5.960529279e-07 +5.960529279e-07 +5.888600006e+02 +5.888600006e+02 -7.6197e-01 +2.1871e-01 -1.8166e-01 +7.7299e-01 -4.2334e-02 -6.7557e-01 +3.5064e-01 +2.6400e-01 -8.3591e-02 -7.3202e-02 +3.4669e-01 +5.0675e-02 -9.8003e-01 -5.2166e-01 +8.6660e-01 +2.1002e-01 +9.2177e-01 +1.6051e-02 +1.0314e-01 -2.5699e-01
101749 +3.477671271e-07 +3.477671271e-07 +5.888600003e+02 +5.888600003e+02 -7.6202e-01 +2.1869e-01 -1.8164e-01 +7.7306e-01 -4.2281e-02 -6.7562e-01 +3.5062e-01 +2.6408e-01 -8.3623e-02 -7.3211e-02 +3.4676e-01 +5.0612e-02 -9.8010e-01 -5.2169e-01 +8.6658e-01 +2.1001e-01 +9.2175e-01 +1.6074e-02 +1.0313e-01 -2.5694e-01
102640 +2.348904218e-07 +2.348904218e-07 +5.888600002e+02 +5.888600002e+02 -7.6200e-01 +2.1870e-01 -1.8165e-01 +7.7299e-01 -4.2302e-02 -6.7558e-01 +3.5063e-01 +2.6402e-01 -8.3600e-02 -7.3202e-02 +3.4671e-01 +5.0658e-02 -9.8005e-01 -5.2168e-01 +8.6660e-01 +2.1003e-01 +9.2179e-01 +1.6055e-02 +1.0314e-01 -2.5698e-01
103346 +1.244185341e-07 +1.244185341e-07 +5.888600001e+02 +5.888600001e+02 -7.6208e-01 +2.1863e-01 -1.8160e-01 +7.7313e-01 -4.2225e-02 -6.7568e-01 +3.5060e-01 +2.6415e-01 -8.3652e-02 -7.3231e-02 +3.4684e-01 +5.0570e-02 -9.8021e-01 -5.2169e-01 +8.6653e-01 +2.1000e-01 +9.2173e-01 +1.6096e-02 +1.0312e-01 -2.5688e-01
103683 +7.824678505e-08 +7.824678505e-08 +5.888600001e+02 +5.888600001e+02 -7.6209e-01 +2.1862e-01 -1.8160e-01 +7.7316e-01 -4.2223e-02 -6.7570e-01 +3.5060e-01 +2.6416e-01 -8.3666e-02 -7.3228e-02 +3.4686e-01 +5.0553e-02 -9.8023e-01 -5.2169e-01 +8.6653e-01 +2.0999e-01 +9.2172e-01 +1.6096e-02 +1.0312e-01 -2.5687e-01
104421 +5.576578133e-08 +5.576578133e-08 +5.888600001e+02 +5.888600001e+02 -7.6206e-01 +2.1865e-01 -1.8162e-01 +7.7310e-01 -4.2253e-02 -6.7565e-01 +3.5061e-01 +2.6411e-01 -8.3632e-02 -7.3220e-02 +3.4681e-01 +5.0596e-02 -9.8017e-01 -5.2169e-01 +8.6655e-01 +2.1001e-01 +9.2175e-01 +1.6080e-02 +1.0312e-01 -2.5691e-01
104610 +3.145339633e-08 +3.145339633e-08 +5.888600000e+02 +5.888600000e+02 -7.6212e-01 +2.1861e-01 -1.8159e-01 +7.7319e-01 -4.2208e-02 -6.7572e-01 +3.5059e-01 +2.6419e-01 -8.3669e-02 -7.3232e-02 +3.4688e-01 +5.0537e-02 -9.8027e-01 -5.2170e-01 +8.6651e-01 +2.0999e-01 +9.2171e-01 +1.6108e-02 +1.0311e-01 -2.5686e-01
105240 +2.120964382e-08 +2.120964382e-08 +5.888600000e+02 +5.888600000e+02 -7.6210e-01 +2.1862e-01 -1.8160e-01 +7.7318e-01 -4.2218e-02 -6.7571e-01 +3.5060e-01 +2.6417e-01 -8.3663e-02 -7.3231e-02 +3.4686e-01 +5.0548e-02 -9.8025e-01 -5.2170e-01 +8.6652e-01 +2.0999e-01 +9.2172e-01 +1.6103e-02 +1.0311e-01 -2.5687e-01
106466 +1.503633484e-08 +1.503633484e-08 +5.888600000e+02 +5.888600000e+02 -7.6209e-01 +2.1863e-01 -1.8160e-01 +7.7315e-01 -4.2228e-02 -6.7569e-01 +3.5060e-01 +2.6415e-01 -8.3654e-02 -7.3228e-02 +3.4685e-01 +5.0563e-02 -9.8022e-01 -5.2169e-01 +8.6653e-01 +2.1000e-01 +9.2172e-01 +1.6098e-02 +1.0312e-01 -2.5688e-01
106864 +9.678728929e-09 +9.678728929e-09 +5.888600000e+02 +5.888600000e+02 -7.6208e-01 +2.1863e-01 -1.8161e-01 +7.7314e-01 -4.2234e-02 -6.7568e-01 +3.5061e-01 +2.6415e-01 -8.3649e-02 -7.3225e-02 +3.4684e-01 +5.0565e-02 -9.8021e-01 -5.2169e-01 +8.6654e-01 +2.1000e-01 +9.2173e-01 +1.6093e-02 +1.0312e-01 -2.5689e-01
% function evaluation | noise-free fitness - Fopt (-3.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.404488473e+05 +3.404488473e+05 +3.404159073e+05 +3.404159073e+05 -6.3914e-01 -3.5439e-01 -2.3180e+00 +2.3990e+00 +1.7773e+00 +2.5880e+00 +5.2222e-01 -2.6674e+00 -2.2638e+00 -2.9662e+00 -2.3575e-02 +3.8334e-02 -4.9589e+00 +4.3716e+00 +1.6769e+00 -3.9358e+00 -3.5578e+00 -7.6080e-02 -4.4332e+00 -2.5269e+00
14 +1.852417752e+05 +1.852417752e+05 +1.852088352e+05 +1.852088352e+05 -1.5455e-01 +1.5249e+00 -1.8807e-01 +4.3366e+00 +1.6285e-01 +2.4790e-01 -4.9041e+00 +4.2141e+00 -1.6637e+00 -2.6961e+00 -9.0258e-01 +3.0938e+00 -6.6853e-01 -1.4656e+00 +1.5998e+00 -4.1028e+00 -1.4000e+00 -2.4278e+00 -1.5958e+00 -3.2550e+00
57 +1.374670433e+05 +1.374670433e+05 +1.374341033e+05 +1.374341033e+05 -1.0905e+00 -1.9532e-01 -1.8746e-01 -8.9339e-01 -6.8253e-01 -5.4721e-02 -3.3773e-01 +3.3429e+00 +3.5409e-01 -1.4413e+00 +2.0696e-01 -2.7019e+00 -3.6392e+00 -3.2823e+00 +4.8412e+00 -3.1549e+00 -1.7795e+00 -3.7314e-01 +1.8039e+00 -4.6970e+00
215 +6.135629545e+04 +6.135629545e+04 +6.132335545e+04 +6.132335545e+04 -1.8599e-01 +3.5025e-01 -8.6650e-01 -6.0625e-01 -1.9388e+00 -7.9761e-01 -7.4997e-01 +6.5152e-01 +1.8305e+00 +3.2027e+00 -1.4233e+00 +1.7493e+00 -9.5265e-01 -3.8084e+00 -1.4140e+00 -2.1118e+00 +1.3731e+00 +3.8967e+00 +2.8042e+00 +2.0292e+00
557 +3.681004475e+04 +3.681004475e+04 +3.677710475e+04 +3.677710475e+04 +7.9464e-01 +9.0948e-01 +3.3687e+00 -7.1931e-01 +7.5945e-01 +1.8429e+00 +2.0462e+00 -4.0101e+00 +4.4754e+00 -1.7133e+00 +1.1992e+00 -1.2809e+00 -4.0878e+00 +7.9685e-01 +2.4497e+00 -8.0448e-01 -1.7094e+00 +4.4065e-02 -1.6017e+00 +2.8606e+00
740 +2.116977507e+04 +2.116977507e+04 +2.113683507e+04 +2.113683507e+04 +5.3440e-02 -1.4239e+00 -1.7058e+00 -1.9127e+00 -2.9474e-01 -8.5687e-01 -1.9384e+00 +1.6224e+00 -7.0603e-01 +1.3947e+00 +1.6528e+00 -4.3836e+00 +3.5414e+00 -1.3310e+00 +2.5802e+00 -4.7431e-01 +2.2012e+00 +2.4432e+00 -5.0734e-01 -1.6862e-01
1237 +1.227201746e+04 +1.227201746e+04 +1.223907746e+04 +1.223907746e+04 -9.2142e-01 -1.9040e+00 -3.5926e-02 -1.4927e+00 -1.6689e+00 +1.4958e+00 +2.9660e-01 -1.5051e+00 -1.4644e-01 -1.9733e+00 -1.5635e+00 -7.3095e-01 -1.1491e+00 +1.2346e-01 -5.5469e-01 -3.0533e+00 -1.5239e+00 -4.5871e-01 -2.8016e+00 +1.9577e+00
1491 +9.946568066e+03 +9.946568066e+03 +9.913628066e+03 +9.913628066e+03 -1.4479e+00 +2.3686e+00 -6.4040e-01 -1.5668e+00 -6.5553e-01 +1.2774e+00 -7.2512e-01 -1.2433e+00 -1.8927e+00 +3.8124e-02 -1.6083e-01 -3.7229e-01 +1.1058e-01 -2.2862e+00 -9.4888e-01 -6.3383e-01 +6.8265e-01 +4.8001e-01 +1.1075e+00 +6.7780e-02
1913 +3.517290107e+03 +3.517290107e+03 +3.484350107e+03 +3.484350107e+03 +1.4386e+00 +5.3425e-01 +2.9567e-02 -1.2688e+00 -1.8159e+00 -1.1047e-01 +6.4252e-01 -1.6398e-01 +1.3263e+00 -7.3206e-01 +1.2230e+00 -8.6897e-01 -4.7081e-01 +2.1597e-01 +4.8611e-01 -1.5641e+00 +2.5303e-01 -3.3098e-01 +8.5015e-01 +6.0055e-01
3052 +2.097137759e+03 +2.097137759e+03 +2.064197759e+03 +2.064197759e+03 +9.8490e-01 +7.7950e-02 -1.2158e+00 -2.5021e-01 +1.2413e+00 +4.8896e-01 +1.1059e+00 -1.1530e+00 +3.2523e-01 -4.1143e-01 -7.2385e-01 -1.9640e-02 -1.1183e+00 -1.3008e-02 -5.2476e-01 -1.0575e+00 -3.5314e-02 -2.5433e-01 -1.0817e+00 +1.7302e+00
3477 +9.396114859e+02 +9.396114859e+02 +9.066714859e+02 +9.066714859e+02 -1.4916e-01 -1.6340e-01 +1.9991e-01 -1.3705e+00 -2.9678e-02 -3.8907e-01 -6.1284e-01 -3.2278e-01 +3.7355e-01 +7.3771e-01 +2.9659e-01 +3.4087e-01 +1.6414e-01 -1.1464e-01 +1.0848e+00 -1.4607e+00 +6.0497e-01 +1.2605e+00 +5.0512e-01 +8.4310e-01
4714 +5.406661395e+02 +5.406661395e+02 +5.077261395e+02 +5.077261395e+02 +1.4586e-01 -6.6078e-01 +1.3864e-02 -3.4727e-01 -8.5703e-01 -2.2507e-02 -1.1957e+00 -2.1675e-01 +6.2261e-01 -5.1486e-01 +4.5531e-01 -8.6880e-01 +4.2180e-01 -8.0586e-02 -1.2175e-01 -4.0447e-01 +3.1898e-01 +2.5493e-01 +1.1469e-02 +2.9829e-01
5187 +3.496001786e+02 +3.496001786e+02 +3.166601786e+02 +3.166601786e+02 -3.4493e-02 +2.2852e-01 +6.1894e-02 -1.0112e+00 -7.0503e-01 -2.8231e-01 -3.8358e-01 -3.4875e-01 +9.5094e-01 +1.1969e-01 -5.2291e-01 -2.6103e-01 -3.2199e-01 -9.0703e-01 -2.6291e-01 -3.4729e-01 -9.3064e-03 +6.9392e-01 -5.3285e-01 +2.2908e-01
6006 +2.290789645e+02 +2.290789645e+02 +1.961389645e+02 +1.961389645e+02 -5.3256e-01 -4.4424e-01 -2.8940e-01 -3.5042e-01 -8.0578e-01 -3.5226e-01 -8.7955e-01 -3.8221e-01 +8.4220e-01 -1.0179e-01 -2.5618e-01 -6.3386e-01 +5.7706e-01 -4.8122e-01 -3.8132e-02 -7.4202e-01 -5.4075e-01 +9.7214e-01 +9.3689e-02 +4.8871e-01
6501 +1.546802758e+02 +1.546802758e+02 +1.217402758e+02 +1.217402758e+02 -8.6429e-02 -7.3620e-02 -2.7390e-01 -8.2142e-01 -3.8686e-01 -1.3491e-01 -4.5693e-01 -1.0389e-01 +1.1833e-01 -1.4616e-02 -6.8930e-04 -4.3738e-01 +6.4687e-01 -3.1112e-01 -1.5706e-02 -4.5206e-01 -5.8573e-02 +1.7495e-01 +3.9261e-01 +2.6173e-01
7175 +9.493340741e+01 +9.493340741e+01 +6.199340741e+01 +6.199340741e+01 -4.1557e-02 -1.2992e-01 +3.8160e-01 -6.6779e-01 -9.3760e-02 -1.7382e-01 -1.0191e+00 -1.7303e-01 +4.1817e-01 -3.4741e-01 -3.2222e-01 -3.0088e-01 +4.1678e-01 -8.7371e-01 +3.0487e-01 -4.7745e-01 +2.7621e-01 +1.2762e-01 -1.6890e-01 +3.4221e-01
9177 +5.240749341e+01 +5.240749341e+01 +1.946749341e+01 +1.946749341e+01 -7.0559e-01 -4.5461e-01 +3.0667e-01 -8.1062e-01 -2.4469e-01 +2.4484e-02 -6.7986e-01 -4.7744e-02 +6.4403e-01 -2.0251e-01 -4.1699e-01 -6.6013e-01 +5.1382e-01 -4.6048e-01 +2.9352e-01 -5.0262e-01 +6.7282e-02 +1.2003e-01 +2.4669e-01 +4.7112e-01
9702 +3.352048820e+01 +3.352048820e+01 +5.804882004e-01 +5.804882004e-01 -3.7199e-01 -2.5394e-01 +2.1723e-01 -7.3817e-01 -3.5415e-01 +1.5970e-02 -1.0109e+00 -9.3698e-02 +5.2042e-01 -2.5607e-01 -3.8932e-01 -3.8624e-01 +4.3614e-01 -7.8727e-01 +2.5323e-01 -6.7770e-01 -1.0905e-02 +1.4126e-01 +1.7924e-01 +4.5631e-01
12742 +2.477671575e+01 +2.477671575e+01 -8.163284253e+00 -8.163284253e+00 -4.2672e-01 -4.3918e-01 +1.1597e-01 -7.4988e-01 -2.9162e-01 -1.0586e-01 -8.6418e-01 -5.5383e-02 +7.3149e-01 -1.8360e-01 -4.9854e-01 -5.6216e-01 +6.4230e-01 -7.3521e-01 +3.3289e-01 -7.2896e-01 -2.9002e-02 +2.2662e-01 +4.2326e-01 +6.0022e-01
27834 +1.580145936e+01 +1.580145936e+01 -1.713854064e+01 -1.713854064e+01 -3.5258e-01 -2.3919e-01 -3.1684e-02 -5.9850e-01 -2.9442e-01 +3.0654e-02 -4.6246e-01 -1.0326e-03 +1.6259e-01 -8.5801e-01 -6.4953e-01 -6.8816e-01 +1.0508e-01 -7.8705e-01 +5.4299e-01 -3.4900e-01 +2.2373e-01 +1.1601e-01 -2.8576e-01 +5.5487e-01
48746 +9.984082662e+00 +9.984082662e+00 -2.295591734e+01 -2.295591734e+01 -1.1180e-02 +1.9936e-01 -4.2355e-01 -1.1996e-01 -5.8801e-01 -2.6301e-01 -2.9017e-03 -1.5885e-01 -8.1752e-02 -4.5713e-01 -2.7528e-01 -2.3819e-01 -1.2658e-02 -4.3195e-02 +2.2812e-01 +8.1522e-02 +9.6175e-01 +7.3856e-01 -8.2421e-01 +8.3243e-01
64282 +6.301085333e+00 +6.301085333e+00 -2.663891467e+01 -2.663891467e+01 +1.2475e-01 +2.9796e-01 -6.6482e-01 +8.4578e-02 -3.2323e-01 -3.9879e-01 +2.0789e-01 -5.1885e-02 -6.4820e-01 -1.8512e-01 -5.2428e-01 +3.6168e-01 +1.2928e-01 +3.6423e-01 -2.2132e-01 -1.4243e-01 +7.9245e-01 +7.6392e-01 -9.0242e-01 +1.4388e-01
71500 +3.974305109e+00 +3.974305109e+00 -2.896569489e+01 -2.896569489e+01 +3.2751e-01 +2.0504e-01 -6.5541e-01 +7.9153e-02 -2.8426e-01 -4.7600e-01 +3.1283e-01 +2.9163e-01 -8.2616e-01 -2.2767e-02 -1.8067e-01 +4.3816e-01 -1.7383e-01 +4.0439e-01 -4.4005e-01 -2.8398e-02 +7.2993e-01 +6.3967e-01 -7.5662e-01 -4.3325e-01
78791 +2.502891899e+00 +2.502891899e+00 -3.043710810e+01 -3.043710810e+01 +6.4454e-01 +2.8006e-01 -5.8766e-01 +7.5172e-02 -2.4874e-01 -3.8059e-01 +4.1400e-01 +4.0697e-01 -8.1092e-01 +7.7733e-02 +4.5941e-02 +5.2497e-01 -2.4505e-01 +4.2274e-01 -3.7096e-01 +1.6058e-01 +5.8914e-01 +3.8799e-01 -6.2054e-01 -5.7621e-01
